Tweetidnumber,numimagesboth,tweetertype,tweeterteases,mention,numimgfem,numimgneither,numimgmuscular,numimgskinny,numimgbutt,numimgthigh,numimgarm,numimgneck,numimgtorso,numimgwaist,numimgbody,numimghealthyfood,imgfocuselse,imgfocusbody,imgfocusfood,webtopicelse,webtopicpa,webtopichealtyeat,webtopicdiet,webbroken,web,imagevid,medtype,hashtagonly,english,relevant,promotional,mentionmeds,mentioneatless,mentioneathealthy,mentionexercise,mentionstrength,mentionloseweight,mentionbinge,mentionvomit,mentionwantbody,mentionnone,mentiondisorder,noimage,webtopicmeds,numimgcandy,numimgcombo,numimgmale,numimgcanttell,name1,RT,likes,replies,Followed,Followers,Tweets,Favorites,thinspo,fitspo,thinfit,binumimagesboth,binumimgfem,binumimgarm,binumimgneither,binumimgmuscular,binumimgskinny,binumimgbutt,binumimgthigh,binumimgneck,binumimgtorso,binumimgwaist,binumimgbody,binumimghealthyfood,binumimgcandy,binumimgcombo,binumimgmale,binumimgcanttell
44991,0,person representing personal views,Neutral and/or unable to tell,0,4,0,0,4,0,2,0,1,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,547,70,46,0,304,872,1548,46,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,No,No
26118,0,person representing personal views,No,1,4,4,0,0,0,0,0,0,2,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,No,NA,NA,NA,NA,0,0,266,69,97,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
27346,0,person representing personal views,No,1,4,3,0,1,0,0,0,0,2,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,No,NA,NA,NA,NA,0,0,163,69,97,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
4083,0,person representing personal views,No,1,4,0,0,4,0,0,0,0,3,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,417,68,66,0,761,514,651,423,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
20324,0,person representing personal views,No,1,3,2,0,1,0,0,0,1,0,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,2,67,89,1,75,2721,9041,4593,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,No,No
1580,0,person representing personal views,No,1,3,3,0,0,0,0,0,1,0,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,411,67,89,1,51,95,7031,7775,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,NA,NA,NA,No,No
47765,0,person representing personal views,No,1,3,0,0,3,0,0,0,1,0,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,531,67,89,0,162,293,1752,632,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,No,No
48641,0,person representing personal views,No,1,4,0,4,4,0,1,0,0,3,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,3,65,82,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,NA,NA,NA,No,No
1813,0,person representing personal views,No,1,4,2,0,2,0,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,36,65,65,1,5000,2494,61849,82674,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
6505,0,person representing personal views,No,0,4,2,0,2,1,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,181,65,65,1,8,262,306,16,1,0,thinspo,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,NA,NA,NA,No,No
3572,0,person representing personal views,No,1,0,2,0,2,1,0,0,0,1,0,3,NA,No,NA,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,186,65,65,1,1941,5715,9603,8979,1,0,thinspo,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,NA,NA,NA,No,No
61828,0,person representing personal views,No,0,4,0,0,4,0,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,273,65,65,1,442,1123,10559,2126,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
1593,0,person representing personal views,No,1,4,3,0,1,0,0,1,2,1,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,282,65,73,1,4998,2530,51017,44027,1,0,thinspo,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,NA,NA,NA,No,No
46253,0,person representing personal views,No,0,4,4,0,0,0,0,1,1,1,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,376,65,73,1,164,382,2184,2398,1,0,thinspo,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,No,No
3574,0,person representing personal views,No,1,4,2,0,2,1,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,432,65,65,1,4197,6171,271608,27524,1,0,thinspo,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,NA,NA,NA,No,No
10587,0,person representing personal views,No,0,4,2,0,2,1,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,454,65,65,1,68,1212,2894,591,1,0,thinspo,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,NA,NA,NA,No,No
60538,0,person representing personal views,No,1,4,0,0,4,0,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,477,65,65,1,40,5,39,1,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
39906,0,person representing personal views,No,1,4,4,0,0,0,1,0,0,2,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,No,NA,NA,NA,NA,0,0,453,64,78,0,208,121,627,672,1,0,thinspo,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
7139,0,person representing personal views,No,0,4,0,0,4,0,0,0,0,0,0,4,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,30,61,77,0,1824,1178,3599,1532,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
29276,0,person representing personal views,No,0,4,0,0,4,0,0,0,0,0,0,4,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,37,61,77,0,1401,1468,1855,4192,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
7490,0,person representing personal views,No,1,4,0,0,4,0,0,0,0,0,0,4,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,150,61,77,0,289,2218,65506,13547,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
39930,0,person representing personal views,No,1,4,0,0,4,0,0,0,0,0,0,4,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,428,61,77,0,171,55,322,158,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
26502,0,person representing personal views,No,0,4,2,0,2,0,4,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,440,59,84,2,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
24258,NA,person representing personal views,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,NA,NA,48,59,106,0,88,395,4097,1277,1,0,thinspo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28676,0,person representing personal views,No,1,4,0,0,4,0,4,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,188,59,84,2,1259,421,4557,2811,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
47003,0,person representing personal views,No,1,3,2,0,1,0,1,0,0,1,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,200,59,44,1,1573,1932,21351,693,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
48315,0,person representing personal views,No,0,4,0,0,4,0,1,0,0,1,1,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,417,59,65,0,761,514,651,423,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,NA,NA,NA,No,No
34836,0,person representing personal views,No,1,4,3,0,1,2,1,3,0,3,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,115,58,51,1,NA,NA,NA,NA,1,0,thinspo,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
63013,0,person representing personal views,Neutral and/or unable to tell,0,3,0,0,3,0,1,0,0,0,1,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,53,58,35,0,222,235,689,444,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,NA,NA,NA,No,No
3811,0,person representing personal views,Neutral and/or unable to tell,1,3,0,0,3,0,1,0,0,0,1,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,191,58,35,0,177,159,346,56,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,NA,NA,NA,No,No
4168,0,person representing personal views,Neutral and/or unable to tell,1,3,0,0,3,0,1,0,0,0,1,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,393,58,35,0,4263,1703,12320,2098,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,NA,NA,NA,No,No
3960,0,person representing personal views,Neutral and/or unable to tell,1,3,0,0,3,0,1,0,0,0,1,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,473,58,35,0,112,226,2114,545,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,NA,NA,NA,No,No
35438,0,organization or person representing an organization,No,1,1,0,1,0,0,0,0,1,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,Exercising harder/more often,No,No,No,No,No,No,No,NA,NA,NA,NA,0,0,336,56,346,22,NA,NA,NA,NA,0,1,fitspo,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,NA,NA,NA,No,No
967,0,person representing personal views,No,1,3,0,0,3,0,3,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,453,56,46,0,208,121,627,672,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
33762,0,person representing personal views,No,1,5,0,0,5,0,3,2,0,0,3,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,348,54,56,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,NA,NA,NA,No,No
27887,0,person representing personal views,No,0,4,2,0,2,0,1,0,0,0,2,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,129,53,76,1,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,NA,NA,NA,No,No
26447,0,person representing personal views,No,0,4,4,0,0,1,1,0,1,0,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,318,51,71,1,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,NA,NA,NA,No,No
27885,0,person representing personal views,No,0,4,4,0,0,0,1,0,1,0,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,129,51,71,1,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,NA,NA,NA,No,No
14713,0,person representing personal views,No,0,4,1,0,3,0,2,0,0,0,4,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,3,51,38,1,2727,1222,58426,18269,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,NA,NA,NA,No,No
30688,0,person representing personal views,No,1,4,3,0,1,1,1,0,1,0,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,79,51,71,1,41,85,2840,1479,1,0,thinspo,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,NA,NA,NA,No,No
5213,0,person representing personal views,No,1,4,0,0,4,0,2,0,0,0,4,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,196,51,38,1,155,114,347,180,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,NA,NA,NA,No,No
70923,0,person representing personal views,No,1,4,0,0,4,0,1,0,0,1,2,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,361,51,38,1,298,168,678,117,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,NA,NA,NA,No,No
39478,0,person representing personal views,No,1,4,3,0,1,0,1,0,1,0,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,391,51,71,1,70,56,403,29,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,NA,NA,NA,No,No
47452,0,person representing personal views,No,1,4,0,0,4,0,4,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,561,51,56,0,466,1043,6688,12283,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
30021,0,person representing personal views,No,1,1,1,0,0,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,377,50,60,1,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,NA,NA,NA,No,No
61493,0,person representing personal views,No,0,1,0,0,1,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,471,50,60,1,25,17,21,7,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
14728,0,person representing personal views,No,0,4,3,0,1,0,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,3,49,91,0,2727,1222,58426,18269,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
56985,0,person representing personal views,No,0,4,3,0,4,0,0,0,0,1,1,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,3,49,70,0,2727,1222,58426,18269,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,NA,NA,NA,No,No
58712,0,person representing personal views,No,1,4,0,0,4,0,0,0,0,1,1,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,108,49,70,0,1327,564,12745,6692,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,NA,NA,NA,No,No
14781,0,person representing personal views,No,0,4,3,0,1,0,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,453,49,91,0,208,121,627,672,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
22183,0,person representing personal views,No,1,4,4,0,0,0,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,462,49,70,0,262,448,4277,2066,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
5778,0,person representing personal views,No,1,4,3,0,1,0,1,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,Binge eating or over eating,No,No,No,No,NA,NA,NA,NA,0,0,511,49,91,0,790,2173,28639,855,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
60786,0,person representing personal views,No,0,3,0,0,3,0,1,0,1,1,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,149,48,30,1,274,240,5127,967,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,NA,NA,NA,No,No
63773,0,person representing personal views,No,0,4,0,0,4,0,1,0,0,0,1,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,434,48,54,0,196,257,356,113,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,NA,NA,NA,No,No
29973,0,person representing personal views,No,1,1,1,0,0,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,329,47,90,0,2596,2187,8535,5400,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,NA,NA,NA,No,No
38970,0,person representing personal views,No,0,1,1,0,0,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,487,47,90,0,99,962,2083,87,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,NA,NA,NA,No,No
6255,0,person representing personal views,No,1,1,0,0,1,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,334,46,54,0,377,726,8480,7397,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
40886,0,person representing personal views,No,1,1,1,0,0,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,491,46,65,0,46,35,853,353,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,NA,NA,NA,No,No
